,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
143650,242029765,801,,ASSAULT - SIMPLE,A1,111,0,2024-04-13 18:01:00+00,2024,4,Saturday ,18,,TREMONT ST,42.35310959269138,-71.0643231065213,"(42.35310959269138, -71.0643231065213)"
143651,242029998,301,,ROBBERY,E5,552,0,2024-04-14 15:45:00+00,2024,4,Sunday   ,15,,METROPOLITAN AVE,42.28075924634538,-71.13254130448895,"(42.28075924634538, -71.13254130448895)"
143673,242029548,801,,ASSAULT - SIMPLE,D4,270,0,2024-04-12 23:57:00+00,2024,4,Friday   ,23,,NORTHAMPTON ST,42.33395079312848,-71.07538992670342,"(42.33395079312848, -71.07538992670342)"
143684,242029540,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,355,0,2024-04-12 21:20:00+00,2024,4,Friday   ,21,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
143709,242072747,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,167,0,2024-08-27 14:00:00+00,2024,8,Tuesday  ,14,,HARRISON AVE,42.33954152609665,-71.06940928222296,"(42.33954152609665, -71.06940928222296)"
143736,232061745,801,,ASSAULT - SIMPLE,B3,,0,2023-08-04 08:21:00+00,2023,8,Friday   ,8,,HEBRON ST,42.27554002602078,-71.10481038419834,"(42.27554002602078, -71.10481038419834)"
143754,232062009,801,,ASSAULT - SIMPLE,A1,,0,2023-08-05 01:49:00+00,2023,8,Saturday ,1,,"CHARLES ST S & STUART ST
BOSTON, MA 02116
UNITED S",42.35094554699359,-71.06685642327774,"(42.35094554699359, -71.06685642327774)"
143769,242029421,423,,ASSAULT - AGGRAVATED,D4,165,0,2024-04-12 16:10:00+00,2024,4,Friday   ,16,,HARRISON AVE,42.34399561662222,-71.0642119466148,"(42.34399561662222, -71.0642119466148)"
143773,242037866,801,,ASSAULT - SIMPLE,C11,373,0,2024-05-10 15:34:00+00,2024,5,Friday   ,15,,NEPONSET AVE,42.2922581848572,-71.05020511870045,"(42.2922581848572, -71.05020511870045)"
143779,242037934,801,,ASSAULT - SIMPLE,A1,102,0,2024-05-10 17:26:00+00,2024,5,Friday   ,17,,WASHINGTON ST,42.35591887106224,-71.0600058446897,"(42.35591887106224, -71.0600058446897)"
143782,242037725,423,,ASSAULT - AGGRAVATED,A1,61,0,2024-05-09 21:29:00+00,2024,5,Thursday ,21,,LEGENDS WAY,42.36643498675068,-71.06135455979765,"(42.366434986750676, -71.06135455979765)"
143783,242037698,801,,ASSAULT - SIMPLE,D14,795,0,2024-05-10 08:30:00+00,2024,5,Friday   ,8,,BRIGHTON AVE,42.35329769634599,-71.13505010532981,"(42.35329769634599, -71.13505010532981)"
143792,242037892,423,,ASSAULT - AGGRAVATED,E18,503,0,2024-05-10 16:30:00+00,2024,5,Friday   ,16,,AMERICAN LEGION HWY,42.28747610291069,-71.10695567012341,"(42.28747610291069, -71.10695567012341)"
143794,242037953,801,,ASSAULT - SIMPLE,B3,450,0,2024-05-10 16:43:00+00,2024,5,Friday   ,16,,"HOPESTILL ST & SOUTHERN AVE
DORCHESTER, MA 02124
U",42.29073953092247,-71.07275068134695,"(42.29073953092247, -71.07275068134695)"
143795,242037791,724,,AUTO THEFT,C6,200,0,2024-04-28 12:00:00+00,2024,4,Sunday   ,12,,W BROADWAY,42.34128702104515,-71.05467980204799,"(42.34128702104515, -71.05467980204799)"
143819,242029507,801,,ASSAULT - SIMPLE,C6,914,0,2024-04-12 20:53:00+00,2024,4,Friday   ,20,,DR. MICHAEL GAVIN WAY,42.32614510350161,-71.05349195045416,"(42.32614510350161, -71.05349195045416)"
143829,232061664,423,,ASSAULT - AGGRAVATED,D4,,0,2023-08-03 22:08:00+00,2023,8,Thursday ,22,,SYMPHONY RD,42.34295290568242,-71.08833193971753,"(42.342952905682424, -71.08833193971753)"
143831,232061580,801,,ASSAULT - SIMPLE,E13,,0,2023-08-03 17:02:00+00,2023,8,Thursday ,17,,PARKER ST,42.324694005644446,-71.10087963314848,"(42.324694005644446, -71.10087963314848)"
143840,232061720,423,,ASSAULT - AGGRAVATED,B3,457,0,2023-08-04 03:41:00+00,2023,8,Friday   ,3,,"GLENWAY ST & PAGE ST
DORCHESTER, MA 02121
UNITED S",42.29997352445731,-71.08206165952511,"(42.29997352445731, -71.08206165952511)"
143845,232061788,801,,ASSAULT - SIMPLE,E5,687,0,2023-08-04 09:00:00+00,2023,8,Friday   ,9,,BELGRADE AVE,42.28618570783428,-71.13876790545054,"(42.28618570783428, -71.13876790545054)"
143860,242032239,801,,ASSAULT - SIMPLE,D4,134,0,2024-04-22 12:06:00+00,2024,4,Monday   ,12,,BOYLSTON ST,42.35037824401699,-71.07626148756364,"(42.35037824401699, -71.07626148756364)"
143869,242032022,801,,ASSAULT - SIMPLE,E5,822,0,2024-04-21 12:58:00+00,2024,4,Sunday   ,12,,GEORGETOWNE PL,42.25520062513042,-71.14449171452954,"(42.25520062513042, -71.14449171452954)"
143875,242032124,724,,AUTO THEFT,A1,77,0,2024-04-21 23:02:00+00,2024,4,Sunday   ,23,,NEW SUDBURY ST,42.3618380883142,-71.05976533206233,"(42.3618380883142, -71.05976533206233)"
143876,242032112,801,,ASSAULT - SIMPLE,D14,810,0,2024-04-21 20:57:00+00,2024,4,Sunday   ,20,,RAYMOND ST,42.3618725078449,-71.1354371102459,"(42.3618725078449, -71.1354371102459)"
143908,242031378,801,,ASSAULT - SIMPLE,D4,953,0,2024-04-19 09:30:00+00,2024,4,Friday   ,9,,WASHINGTON ST,42.33721169929796,-71.07597656510661,"(42.33721169929796, -71.07597656510661)"
143927,242017917,801,,ASSAULT - SIMPLE,C6,200,0,2024-03-04 09:15:00+00,2024,3,Monday   ,9,,W BROADWAY,42.34128702104515,-71.05467980204799,"(42.34128702104515, -71.05467980204799)"
143991,232062413,801,,ASSAULT - SIMPLE,A1,,0,2023-08-06 14:43:00+00,2023,8,Sunday   ,14,,DAVID G MUGAR WAY,42.36079795264369,-71.07142196392694,"(42.36079795264369, -71.07142196392694)"
143992,232062510,724,,AUTO THEFT,C11,,0,2023-08-06 22:26:00+00,2023,8,Sunday   ,22,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
143994,232062472,801,,ASSAULT - SIMPLE,E18,490,0,2023-08-06 18:40:00+00,2023,8,Sunday   ,18,,AMERICAN LEGION HWY,42.2753127225369,-71.11587873780117,"(42.2753127225369, -71.11587873780117)"
144004,242032294,724,,AUTO THEFT,B3,465,0,2024-04-16 18:00:00+00,2024,4,Tuesday  ,18,,BLUE HILL AVE,42.28482533772862,-71.09137437366408,"(42.28482533772862, -71.09137437366408)"
144016,242032283,801,,ASSAULT - SIMPLE,A15,56,0,2024-04-22 14:02:00+00,2024,4,Monday   ,14,,"TRENTON ST & BUNKER HILL ST
CHARLESTOWN, MA 02129
",42.37853048024924,-71.06127340558399,"(42.37853048024924, -71.06127340558399)"
144022,242032193,801,,ASSAULT - SIMPLE,D14,793,0,2024-04-22 09:50:00+00,2024,4,Monday   ,9,,COMMONWEALTH AVENUE,,,
144039,232062340,801,,ASSAULT - SIMPLE,D4,,0,2023-08-06 09:22:00+00,2023,8,Sunday   ,9,,CLARENDON ST,42.34854589815769,-71.0741665911618,"(42.34854589815769, -71.0741665911618)"
144045,242030358,301,,ROBBERY,A7,20,0,2024-04-14 15:30:00+00,2024,4,Sunday   ,15,,BENNINGTON ST,42.37803884216691,-71.03046203629142,"(42.37803884216691, -71.03046203629142)"
144049,242030384,301,,ROBBERY,E13,570,0,2024-04-16 00:22:00+00,2024,4,Tuesday  ,0,,WASHINGTON ST,42.30600055922161,-71.10794977522181,"(42.30600055922161, -71.10794977522181)"
144058,232062308,301,,ROBBERY,A1,,0,2023-08-06 03:30:00+00,2023,8,Sunday   ,3,,SUDBURY ST,,,
144085,242030330,801,,ASSAULT - SIMPLE,A1,106,0,2024-04-15 19:38:00+00,2024,4,Monday   ,19,,SUMMER ST,42.35426199185304,-71.05883379756219,"(42.354261991853036, -71.05883379756219)"
144090,242030379,724,,AUTO THEFT,C11,355,0,2024-04-15 23:00:00+00,2024,4,Monday   ,23,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
144113,232002379,801,,ASSAULT - SIMPLE,C6,175,0,2023-01-10 02:30:00+00,2023,1,Tuesday  ,2,,SOUTHAMPTON ST,42.33091592712845,-71.06415157770552,"(42.330915927128444, -71.06415157770552)"
144114,232002349,301,,ROBBERY,B2,,0,2023-01-09 21:42:00+00,2023,1,Monday   ,21,,MARCELLA ST,42.32369603019267,-71.09564734804208,"(42.32369603019267, -71.09564734804208)"
144128,242030361,801,,ASSAULT - SIMPLE,D14,790,0,2024-04-15 21:30:00+00,2024,4,Monday   ,21,,STRATHMORE RD,42.33735802627916,-71.14731037123693,"(42.33735802627916, -71.14731037123693)"
144136,242030307,801,,ASSAULT - SIMPLE,D4,628,0,2024-04-15 18:29:00+00,2024,4,Monday   ,18,,PARK DR,42.3441665899355,-71.10359165150426,"(42.3441665899355, -71.10359165150426)"
144139,232062017,801,,ASSAULT - SIMPLE,A7,,0,2023-08-05 02:05:00+00,2023,8,Saturday ,2,,MAVERICK ST,42.37029285521904,-71.03925899025052,"(42.370292855219034, -71.03925899025052)"
144141,232061997,423,,ASSAULT - AGGRAVATED,C6,,0,2023-08-05 01:20:00+00,2023,8,Saturday ,1,,W FIRST ST,42.34120015484861,-71.04937349939036,"(42.34120015484861, -71.04937349939036)"
144160,232061801,423,,ASSAULT - AGGRAVATED,B2,612,0,2023-08-04 12:31:00+00,2023,8,Friday   ,12,,FRANCIS ST,42.335384025864855,-71.10678025456242,"(42.335384025864855, -71.10678025456242)"
144169,242032249,423,,ASSAULT - AGGRAVATED,B3,441,0,2024-04-22 12:46:00+00,2024,4,Monday   ,12,,TALBOT AVE,42.29453910732405,-71.08669955198306,"(42.29453910732405, -71.08669955198306)"
144176,242032171,801,,ASSAULT - SIMPLE,B2,282,0,2024-04-10 07:00:00+00,2024,4,Wednesday,7,,WASHINGTON ST,42.32866239451696,-71.08563458516488,"(42.32866239451696, -71.08563458516488)"
144178,242032351,727,,AUTO THEFT - LEASED/RENTED VEHICLE,D4,167,0,2024-04-22 09:00:00+00,2024,4,Monday   ,9,,HARRISON AVE,42.33954152609665,-71.06940928222296,"(42.33954152609665, -71.06940928222296)"
144207,232038827,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,355,0,2023-05-17 15:00:00+00,2023,5,Wednesday,15,,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
144210,232039139,423,,ASSAULT - AGGRAVATED,A1,,0,2023-05-17 23:00:00+00,2023,5,Wednesday,23,,FRUIT ST,42.36240234202204,-71.06954697858762,"(42.36240234202204, -71.06954697858762)"
144214,232039200,423,,ASSAULT - AGGRAVATED,C6,175,0,2023-05-19 17:32:00+00,2023,5,Friday   ,17,,SOUTHAMPTON ST,42.33210796742226,-71.07014447893526,"(42.33210796742226, -71.07014447893526)"
144215,232039283,801,,ASSAULT - SIMPLE,C11,,0,2023-05-19 22:49:00+00,2023,5,Friday   ,22,,DORCHESTER AVE,42.285259775052346,-71.06444125443188,"(42.285259775052346, -71.06444125443188)"
144243,232036297,727,,AUTO THEFT - LEASED/RENTED VEHICLE,A1,,0,2023-04-01 12:00:00+00,2023,4,Saturday ,12,,SUDBURY ST,,,
144245,232036439,801,,ASSAULT - SIMPLE,D4,,0,2023-05-10 17:20:00+00,2023,5,Wednesday,17,,CHANDLER ST,42.34715940738009,-71.07026430597296,"(42.34715940738009, -71.07026430597296)"
144260,242028676,801,,ASSAULT - SIMPLE,B3,420,0,2024-04-10 06:34:00+00,2024,4,Wednesday,6,,TIVERTON RD,42.2791497498046,-71.08252990322401,"(42.279149749804596, -71.08252990322401)"
144265,242028876,801,,ASSAULT - SIMPLE,D4,624,0,2024-04-10 18:45:00+00,2024,4,Wednesday,18,,JERSEY ST,42.34412579177451,-71.09760934248418,"(42.34412579177451, -71.09760934248418)"
144267,242028829,801,,ASSAULT - SIMPLE,B2,603,0,2024-04-10 16:27:00+00,2024,4,Wednesday,16,,TREMONT ST,42.33380641504081,-71.10377903286623,"(42.33380641504081, -71.10377903286623)"
144272,232036369,801,,ASSAULT - SIMPLE,B2,,0,2023-05-10 13:23:00+00,2023,5,Wednesday,13,,BLUE HILL AVE,42.31162789704465,-71.0809435399742,"(42.31162789704465, -71.0809435399742)"
144278,232036304,801,,ASSAULT - SIMPLE,B3,,0,2023-05-10 09:27:00+00,2023,5,Wednesday,9,,FAIRMOUNT ST,42.28104807793792,-71.07206505081108,"(42.28104807793792, -71.07206505081108)"
144307,242027275,423,,ASSAULT - AGGRAVATED,C11,332,0,2024-04-05 09:24:00+00,2024,4,Friday   ,9,,COLUMBIA RD,42.3119191326644,-71.06913064736516,"(42.3119191326644, -71.06913064736516)"
144318,232052625,801,,ASSAULT - SIMPLE,E18,,0,2023-07-04 20:20:00+00,2023,7,Tuesday  ,20,,ROSEMONT ST,42.265007429374144,-71.10472447574622,"(42.265007429374144, -71.10472447574622)"
144321,232052611,423,,ASSAULT - AGGRAVATED,D4,168,0,2023-07-04 19:13:00+00,2023,7,Tuesday  ,19,,WASHINGTON ST,42.33816340852764,-71.07461269356651,"(42.338163408527635, -71.07461269356651)"
144323,232052572,301,,ROBBERY,C11,,0,2023-07-04 15:56:00+00,2023,7,Tuesday  ,15,,GENEVA AVE,42.300809530190136,-71.0670512540682,"(42.300809530190136, -71.0670512540682)"
144325,232052622,801,,ASSAULT - SIMPLE,A1,,0,2023-07-04 20:01:00+00,2023,7,Tuesday  ,20,,"WASHINGTON ST & WINTER ST
BOSTON, MA 02111
UNITED ",42.355449527891714,-71.06050045507574,"(42.355449527891714, -71.06050045507574)"
144362,232062018,801,,ASSAULT - SIMPLE,A1,117,0,2023-08-05 01:16:00+00,2023,8,Saturday ,1,,LAGRANGE ST,42.351571735683095,-71.06353974623725,"(42.351571735683095, -71.06353974623725)"
144367,242032146,423,,ASSAULT - AGGRAVATED,A7,22,0,2024-04-22 02:59:00+00,2024,4,Monday   ,2,,HAVRE ST,42.37622636410878,-71.03439763412423,"(42.37622636410878, -71.03439763412423)"
144370,242032669,423,,ASSAULT - AGGRAVATED,D14,807,0,2024-04-23 17:40:00+00,2024,4,Tuesday  ,17,,WESTERN AVE,42.36284134765465,-71.13792294977702,"(42.36284134765465, -71.13792294977702)"
144387,242029719,301,,ROBBERY,B3,429,0,2024-04-13 15:50:00+00,2024,4,Saturday ,15,,WILLOWWOOD ST,42.28577050617931,-71.08631164053203,"(42.28577050617931, -71.08631164053203)"
144396,232036412,423,,ASSAULT - AGGRAVATED,B3,465,0,2023-05-10 15:30:00+00,2023,5,Wednesday,15,,BLUE HILL AVE,42.28482533772862,-71.09137437366408,"(42.28482533772862, -71.09137437366408)"
144399,232040231,801,,ASSAULT - SIMPLE,C6,,0,2023-05-23 10:30:00+00,2023,5,Tuesday  ,10,,ALLSTATE RD,42.326965998839725,-71.06198658978266,"(42.326965998839725, -71.06198658978266)"
144404,232040289,423,,ASSAULT - AGGRAVATED,B2,,0,2023-05-23 13:41:00+00,2023,5,Tuesday  ,13,,DUDLEY ST,42.31735425056758,-71.06583025569181,"(42.31735425056758, -71.06583025569181)"
144406,242017895,301,,ROBBERY,A1,111,0,2024-03-04 13:20:00+00,2024,3,Monday   ,13,,WASHINGTON ST,42.352729000406285,-71.062563376214,"(42.352729000406285, -71.062563376214)"
144422,242072492,801,,ASSAULT - SIMPLE,A7,27,0,2024-08-26 16:46:00+00,2024,8,Monday   ,16,,SUMNER ST,42.36908069093344,-71.04021609048768,"(42.369080690933444, -71.04021609048768)"
144434,242027379,301,,ROBBERY,C11,348,0,2024-04-05 15:42:00+00,2024,4,Friday   ,15,,DORCHESTER AVE,42.30396288207536,-71.05924693169749,"(42.30396288207536, -71.05924693169749)"
144439,242042206,724,,AUTO THEFT,E5,691,0,2024-05-23 19:30:00+00,2024,5,Thursday ,19,,CENTRE ST,42.28709320338153,-71.14822209118665,"(42.28709320338153, -71.14822209118665)"
144442,242042158,423,,ASSAULT - AGGRAVATED,C11,361,0,2024-05-24 02:47:00+00,2024,5,Friday   ,2,,CENTRE ST,42.293391038504254,-71.06294459982965,"(42.293391038504254, -71.06294459982965)"
144455,242027399,724,,AUTO THEFT,B3,465,0,2024-04-05 16:50:00+00,2024,4,Friday   ,16,,BLUE HILL AVE,42.28482533772862,-71.09137437366408,"(42.28482533772862, -71.09137437366408)"
144458,232035693,423,,ASSAULT - AGGRAVATED,D4,,0,2023-05-08 10:54:00+00,2023,5,Monday   ,10,,ALBANY ST,42.334287947313456,-71.07239570643029,"(42.334287947313456, -71.07239570643029)"
144469,242027527,423,,ASSAULT - AGGRAVATED,A1,120,0,2024-04-06 00:07:00+00,2024,4,Saturday ,0,,PARK PLZ,42.35162742682775,-71.06866458095081,"(42.35162742682775, -71.06866458095081)"
144536,242048947,801,,ASSAULT - SIMPLE,A1,61,0,2024-06-14 21:00:00+00,2024,6,Friday   ,21,,LEGENDS WAY,42.36643498675068,-71.06135455979765,"(42.366434986750676, -71.06135455979765)"
144547,242048812,801,,ASSAULT - SIMPLE,D4,619,0,2024-06-14 13:49:00+00,2024,6,Friday   ,13,,WESTLAND AVE,42.34355824108162,-71.08734199876892,"(42.34355824108162, -71.08734199876892)"
144548,242048507,423,,ASSAULT - AGGRAVATED,E13,651,0,2024-06-13 15:56:00+00,2024,6,Thursday ,15,,SOUTH ST,42.30512909533418,-71.11461942273819,"(42.30512909533418, -71.11461942273819)"
144552,242048653,423,,ASSAULT - AGGRAVATED,A1,119,0,2024-06-13 23:49:00+00,2024,6,Thursday ,23,,"TREMONT ST & WEST ST
BOSTON, MA 02108
UNITED STATE",42.35517253123084,-71.06334150461703,"(42.35517253123084, -71.06334150461703)"
144554,242048603,801,,ASSAULT - SIMPLE,A1,119,0,2024-06-13 20:04:00+00,2024,6,Thursday ,20,,TREMONT ST,42.355406901800336,-71.06312478853518,"(42.355406901800336, -71.06312478853518)"
144567,242048551,301,,ROBBERY,D4,170,0,2024-06-13 17:00:00+00,2024,6,Thursday ,17,,"WASHINGTON ST & E SPRINGFIELD ST
BOSTON, MA 02118
",42.33696655932133,-71.07631053750558,"(42.33696655932133, -71.07631053750558)"
144575,242029000,724,,AUTO THEFT,A7,12,0,2024-04-03 08:00:00+00,2024,4,Wednesday,8,,BOARDMAN ST,42.39001071534092,-71.01170340612633,"(42.39001071534092, -71.01170340612633)"
144594,242027272,801,,ASSAULT - SIMPLE,B2,329,0,2024-04-05 09:45:00+00,2024,4,Friday   ,9,,GENEVA AVE,42.30767799298098,-71.0805046141465,"(42.30767799298098, -71.0805046141465)"
144606,242026960,801,,ASSAULT - SIMPLE,B3,446,0,2024-04-04 06:47:00+00,2024,4,Thursday ,6,,ATHELWOLD ST,42.296038983646014,-71.0771708547259,"(42.296038983646014, -71.0771708547259)"
144625,242047228,801,,ASSAULT - SIMPLE,C6,200,0,2024-06-08 23:00:00+00,2024,6,Saturday ,23,,W BROADWAY,42.34128702104515,-71.05467980204799,"(42.34128702104515, -71.05467980204799)"
144626,242046870,801,,ASSAULT - SIMPLE,D4,167,0,2024-06-08 08:15:00+00,2024,6,Saturday ,8,,HARRISON AVE,42.33954152609665,-71.06940928222296,"(42.33954152609665, -71.06940928222296)"
144638,232104341,801,,ASSAULT - SIMPLE,C6,214,0,2023-12-23 01:44:00+00,2023,12,Saturday ,1,,W BROADWAY,42.33611150189893,-71.04665481129499,"(42.336111501898934, -71.04665481129499)"
144644,232104071,724,,AUTO THEFT,A7,6,0,2023-12-22 05:51:00+00,2023,12,Friday   ,5,,BARNES AVE,42.38636025612088,-71.00463895853161,"(42.38636025612088, -71.00463895853161)"
144658,242044636,423,,ASSAULT - AGGRAVATED,D4,620,0,2024-06-01 02:52:00+00,2024,6,Saturday ,2,,MASSACHUSETTS AVE,42.34439524224023,-71.08632070314752,"(42.34439524224023, -71.08632070314752)"
144661,242044724,727,,AUTO THEFT - LEASED/RENTED VEHICLE,B3,465,0,2024-06-01 12:47:00+00,2024,6,Saturday ,12,,BLUE HILL AVE,42.28482533772862,-71.09137437366408,"(42.28482533772862, -71.09137437366408)"
144689,242027099,724,,AUTO THEFT,B2,584,0,2024-04-04 17:34:00+00,2024,4,Thursday ,17,,BUCKNAM ST,42.32708427256188,-71.10423505847741,"(42.32708427256188, -71.10423505847741)"
144718,232061305,301,,ROBBERY,E5,,0,2023-08-02 19:21:00+00,2023,8,Wednesday,19,,FLORENCE ST,42.28756808287322,-71.12281625966203,"(42.28756808287322, -71.12281625966203)"
144739,242079438,801,,ASSAULT - SIMPLE,C11,460,0,2024-09-17 14:35:00+00,2024,9,Tuesday  ,14,,WASHINGTON ST,42.30356494131631,-71.07868209226717,"(42.30356494131631, -71.07868209226717)"
144743,252000607,724,,AUTO THEFT,D14,778,0,2024-10-28 08:00:00+00,2024,10,Monday   ,8,,WASHINGTON ST,42.34905564195639,-71.1504991731562,"(42.34905564195639, -71.1504991731562)"
144754,242100969,724,,AUTO THEFT,D4,167,0,2024-11-28 00:00:00+00,2024,11,Thursday ,0,,HARRISON AVE,42.33954152609665,-71.06940928222296,"(42.33954152609665, -71.06940928222296)"
144757,242101011,301,,ROBBERY,D4,270,0,2024-11-28 19:37:00+00,2024,11,Thursday ,19,,MASSACHUSETTS AVE,42.3342189612161,-71.0743466926108,"(42.3342189612161, -71.0743466926108)"
144767,242101006,801,,ASSAULT - SIMPLE,D4,619,0,2024-11-28 18:32:00+00,2024,11,Thursday ,18,,"HEMENWAY ST & WESTLAND ENTRANCE
BOSTON, MA 02115
U",42.343951555854005,-71.0899075615155,"(42.343951555854005, -71.0899075615155)"
144779,232103784,724,,AUTO THEFT,E5,723,0,2023-12-10 09:31:00+00,2023,12,Sunday   ,9,,VFW PKWY,42.26623703818624,-71.16843435601257,"(42.26623703818624, -71.16843435601257)"
144781,232103770,801,,ASSAULT - SIMPLE,B2,311,0,2023-12-21 07:59:00+00,2023,12,Thursday ,7,,"MAYWOOD ST & WARREN ST
ROXBURY, MA 02119
UNITED ST",42.318272528008364,-71.08180857232581,"(42.318272528008364, -71.08180857232581)"
144797,242079633,423,,ASSAULT - AGGRAVATED,B2,265,0,2024-09-18 02:04:00+00,2024,9,Wednesday,2,,BLUE HILL AVE,42.32203203005615,-71.07719581158206,"(42.32203203005615, -71.07719581158206)"
144800,252001021,301,,ROBBERY,B2,330,0,2025-01-04 15:50:00+00,2025,1,Saturday ,15,,BLUE HILL AVE,42.30433906371445,-71.08477949490371,"(42.30433906371445, -71.08477949490371)"
144822,252000634,801,,ASSAULT - SIMPLE,A1,119,0,2025-01-03 10:12:00+00,2025,1,Friday   ,10,,"TREMONT ST & WINTER ST
BOSTON, MA 02111
UNITED STA",42.356248540916056,-71.0622714793346,"(42.356248540916056, -71.0622714793346)"
144837,252000547,423,,ASSAULT - AGGRAVATED,D14,794,0,2025-01-02 18:48:00+00,2025,1,Thursday ,18,,GLENVILLE AVE,42.34900419586086,-71.13650026418034,"(42.34900419586086, -71.13650026418034)"
144841,252000630,727,,AUTO THEFT - LEASED/RENTED VEHICLE,C6,200,0,2025-01-03 10:23:00+00,2025,1,Friday   ,10,,W BROADWAY,42.34128702104515,-71.05467980204799,"(42.34128702104515, -71.05467980204799)"
144860,242101438,301,,ROBBERY,D4,146,0,2024-11-30 14:54:00+00,2024,11,Saturday ,14,,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
144871,252000994,801,,ASSAULT - SIMPLE,B2,320,0,2025-01-04 00:00:00+00,2025,1,Saturday ,0,,BLUE HILL AVE,42.308897961130576,-71.08305251644269,"(42.308897961130576, -71.08305251644269)"
144880,252001292,301,,ROBBERY,D4,170,0,2025-01-05 16:30:00+00,2025,1,Sunday   ,16,,WASHINGTON ST,42.33674970032857,-71.07662841437093,"(42.33674970032857, -71.07662841437093)"
144889,252001280,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,E5,679,0,2025-01-05 17:47:00+00,2025,1,Sunday   ,17,,BELGRADE AVE,42.28647528061844,-71.1322134964815,"(42.28647528061844, -71.1322134964815)"
144893,242101518,301,,ROBBERY,D14,803,0,2024-11-30 20:45:00+00,2024,11,Saturday ,20,,CAMBRIDGE ST,42.35393454703682,-71.13652657631967,"(42.35393454703682, -71.13652657631967)"
144894,242101437,801,,ASSAULT - SIMPLE,A7,23,0,2024-11-30 14:10:00+00,2024,11,Saturday ,14,,BENNINGTON ST,42.3754693221924,-71.03730257165637,"(42.375469322192394, -71.03730257165637)"
144913,242101377,801,,ASSAULT - SIMPLE,B2,260,0,2024-11-30 10:11:00+00,2024,11,Saturday ,10,,LINGARD ST,42.3168665386159,-71.07123061463861,"(42.3168665386159, -71.07123061463861)"
144917,242101571,801,,ASSAULT - SIMPLE,D4,149,0,2024-12-01 02:04:00+00,2024,12,Sunday   ,2,,DARTMOUTH ST,42.34640335742382,-71.07551340203861,"(42.34640335742382, -71.07551340203861)"
144927,242101508,801,,ASSAULT - SIMPLE,B2,611,0,2024-11-30 18:30:00+00,2024,11,Saturday ,18,,KEMPTON ST,42.33452142338705,-71.10774689378225,"(42.33452142338705, -71.10774689378225)"
144930,252000591,801,,ASSAULT - SIMPLE,E13,657,0,2025-01-02 23:30:00+00,2025,1,Thursday ,23,,CENTRE ST,42.300988511144574,-71.12708218830532,"(42.300988511144574, -71.12708218830532)"
144936,252001335,423,,ASSAULT - AGGRAVATED,A1,79,0,2025-01-05 22:00:00+00,2025,1,Sunday   ,22,,BEVERLY ST,42.3654245366398,-71.0595769246916,"(42.3654245366398, -71.0595769246916)"
144958,252000452,423,,ASSAULT - AGGRAVATED,D4,594,0,2025-01-02 16:42:00+00,2025,1,Thursday ,16,,MASSACHUSETTS AVE,42.34186907470027,-71.08372244109562,"(42.34186907470027, -71.08372244109562)"
144981,242101493,801,,ASSAULT - SIMPLE,C11,334,0,2024-11-30 18:11:00+00,2024,11,Saturday ,18,,TRULL ST,42.31250769550295,-71.0654681312104,"(42.31250769550295, -71.0654681312104)"
144992,232025750,301,,ROBBERY,D4,,0,2023-04-03 16:00:00+00,2023,4,Monday   ,16,,MASSACHUSETTS AVE,42.333312390421874,-71.07322985103214,"(42.333312390421874, -71.07322985103214)"
